id,name,supplier,manufacturer,unit,unit_price_amount,is_weight_item,created_at,updated_at,product_id,type_id,category_id,subcategory_id,image_url
2fb993d1-1b54-482f-81f1-927d909e31e3,Polly Originalen saltede peanøtter 275 g,Orkla,Polly,stk,0.28,false,2025-08-31 19:05:55.922917+00,2025-09-03 18:26:06.421147+00,36004,,29f219b1-9da8-4ab4-a668-877991202db8,,https://qnzratxwonswkaenuhyx.supabase.co/storage/v1/object/public/product-images/products/1756923967638-tmhbgj6jkij.png
363e766c-757d-48cc-993f-e86cf580daa0,Maldon havsaltflak 250 g,Maldon,Maldon,stk,0.25,false,2025-08-31 19:05:56.124662+00,2025-09-03 18:19:09.568215+00,37007,,90669ae1-465d-4adf-bc8f-02b68e5c3232,,https://qnzratxwonswkaenuhyx.supabase.co/storage/v1/object/public/product-images/products/1756923551329-8lzul8dc5an.png
370b14bc-4575-42d8-b778-170221dfdf0c,"Polarbrød havre 12 stk, 450 g",Polarbröd,Polarbröd,stk,0.45,false,2025-08-31 19:05:54.732679+00,2025-09-03 18:25:30.602913+00,30004,,b32b780d-ab3f-47b7-9e98-3c644932b14a,,https://qnzratxwonswkaenuhyx.supabase.co/storage/v1/object/public/product-images/products/1756923932622-el54d5il6fl.png
37d0c9f3-1f28-4942-8010-dd03508c17aa,"Bananer billigste, pr. kg",Diverse,Diverse,kg,1.00,true,2025-08-31 19:05:54.940703+00,2025-09-03 18:08:32.100723+00,32003,,37b3e934-8f74-45e7-abb8-cc24fe5b04a1,,https://qnzratxwonswkaenuhyx.supabase.co/storage/v1/object/public/product-images/products/1756922913572-n9e2be3jwg.jpg
52b6fe7b-b81a-45bc-8742-4d69dca98c52,"Sellerirot billigste, pr. kg",Diverse,Diverse,kg,1.00,true,2025-08-31 19:05:55.138801+00,2025-09-13 06:43:00.547517+00,32011,,37b3e934-8f74-45e7-abb8-cc24fe5b04a1,,https://qnzratxwonswkaenuhyx.supabase.co/storage/v1/object/public/product-images/products/1756924333684-f5alfmxld7.png
53dc73a9-f97f-45cf-b281-18b20a2741e9,Brokkoli 1 stk,Diverse,Diverse,stk,1.00,false,2025-08-31 19:05:54.945196+00,2025-09-03 18:11:39.434588+00,32005,,37b3e934-8f74-45e7-abb8-cc24fe5b04a1,,https://qnzratxwonswkaenuhyx.supabase.co/storage/v1/object/public/product-images/products/1756923101065-2nqqz1ktlys.png
56545111-3840-4a66-b246-f4b71dc37fba,"Norvegia, pr. kg",Diverse,Diverse,stk,1.00,false,2025-08-31 19:05:55.708544+00,2025-09-10 19:20:08.240028+00,35005,,219e0574-07f2-4459-adbc-b37dfdd0af2c,,https://qnzratxwonswkaenuhyx.supabase.co/storage/v1/object/public/product-images/products/1757532006484-bvp971gjl3s.png
570f907d-4d16-4b1e-aeeb-74a1d4838bd5,"Nakkekoteletter svin, fersk billigste, pr. kg",Diverse,Diverse,kg,1.00,true,2025-08-31 19:05:55.499043+00,2025-09-03 18:21:16.954293+00,33007,,5d165a29-2ab1-49a5-b54a-a31ef5a42563,,https://qnzratxwonswkaenuhyx.supabase.co/storage/v1/object/public/product-images/products/1756923678980-qcvtg63hjn.png
5d9c03a5-3990-4ed9-830a-7a2d81ff860a,"Brød minst 3 av 4 på brødskala, billigste, 750 g",Diverse,Diverse,stk,0.75,false,2025-08-31 19:05:54.676608+00,2025-09-03 18:09:08.701796+00,30002,,b32b780d-ab3f-47b7-9e98-3c644932b14a,,https://qnzratxwonswkaenuhyx.supabase.co/storage/v1/object/public/product-images/products/1756922949890-99atodz59w5.png
5dd2ecd0-fbdf-4927-aba9-6f161978d9e2,"Lettmelk 1,0 % fett, billigste, 1 l",Tine/Diverse,Tine/Diverse,l,1.00,false,2025-08-31 19:05:55.515322+00,2025-09-03 18:17:36.731997+00,34002,,5b931559-5fa7-4c7d-8728-7c43e661316a,,https://qnzratxwonswkaenuhyx.supabase.co/storage/v1/object/public/product-images/products/1756923458567-lvygwydffd.png
654085ca-5708-4ed7-95a6-5e5d0d9ec20e,"Gulrøtter pose, billigste, 1 kg",Diverse,Diverse,kg,1.00,true,2025-08-31 19:05:54.948219+00,2025-09-03 18:12:54.059674+00,32007,,37b3e934-8f74-45e7-abb8-cc24fe5b04a1,,https://qnzratxwonswkaenuhyx.supabase.co/storage/v1/object/public/product-images/products/1756923175263-8bdw5yxpf8g.png
69d059eb-5985-444b-8901-ab7ed1c08655,Mills Italiensk salat 320 g,Mills,Mills,stk,0.32,false,2025-08-31 19:05:55.726366+00,2025-09-03 18:19:37.846161+00,35009,,219e0574-07f2-4459-adbc-b37dfdd0af2c,,https://qnzratxwonswkaenuhyx.supabase.co/storage/v1/object/public/product-images/products/1756923579589-n91uwpogjdc.png
759e260a-4442-41dc-9f20-db7c75427744,"Kremfløte 37/38 % fett, billigste, 0,3 l",Tine/Diverse,Tine/Diverse,stk,0.30,false,2025-08-31 19:05:55.510644+00,2025-09-10 17:36:29.078977+00,34001,,5b931559-5fa7-4c7d-8728-7c43e661316a,,https://qnzratxwonswkaenuhyx.supabase.co/storage/v1/object/public/product-images/products/1756923357978-1lbsq0pf4yu.png
767b4e9e-58b6-4f2b-a452-7d0585311e9b,Maille Dijon-sennep 380 g,Unilever,Maille,stk,0.38,false,2025-08-31 19:05:56.101335+00,2025-09-03 18:18:39.31132+00,37006,,90669ae1-465d-4adf-bc8f-02b68e5c3232,,https://qnzratxwonswkaenuhyx.supabase.co/storage/v1/object/public/product-images/products/1756923521406-avll71flp44.png
7908aa26-896a-4375-af5c-27d7bf04a5b0,"Gilde Kokt skinke, skivet 110 g",Nortura,Gilde,stk,0.11,false,2025-08-31 19:05:55.687194+00,2025-09-03 18:11:15.395749+00,35002,,219e0574-07f2-4459-adbc-b37dfdd0af2c,,https://qnzratxwonswkaenuhyx.supabase.co/storage/v1/object/public/product-images/products/1756923076902-c3wc86c8v29.png
7dc0083b-5de1-4eb0-8869-6420b61290ca,"Bacon skivet, billigste, pr. kg",Diverse,Diverse,kg,1.00,true,2025-08-31 19:05:55.147091+00,2025-09-03 18:43:19.99015+00,33001,,5d165a29-2ab1-49a5-b54a-a31ef5a42563,,https://qnzratxwonswkaenuhyx.supabase.co/storage/v1/object/public/product-images/products/1756925001710-h8fgduklykg.png
83e49ac6-bb10-4e88-8e84-dabf387745e6,"Vesteraalen fiskeboller boks, 800 g",Vesteraalen,Vesteraalen,stk,0.80,false,2025-08-31 19:05:55.50928+00,2025-09-03 18:40:13.847026+00,33009,,5d165a29-2ab1-49a5-b54a-a31ef5a42563,,https://qnzratxwonswkaenuhyx.supabase.co/storage/v1/object/public/product-images/products/1756924814295-vdz0d7kzo9d.png
92042fff-c633-4865-9ea6-5a6738623b9f,"Lettrømme 17/18 % fett, billigste, 300 g",Tine/Diverse,Tine/Diverse,stk,0.30,false,2025-08-31 19:05:55.513407+00,2025-09-03 18:18:07.347101+00,34003,,5b931559-5fa7-4c7d-8728-7c43e661316a,,https://qnzratxwonswkaenuhyx.supabase.co/storage/v1/object/public/product-images/products/1756923489299-8ii8ev2xr4n.png
94a56b33-9d85-4de3-a2e0-0675842d6364,"Epler billigste, pr. kg",Diverse,Diverse,kg,1.00,true,2025-08-31 19:05:54.923905+00,2025-09-03 18:09:45.035517+00,32006,,37b3e934-8f74-45e7-abb8-cc24fe5b04a1,,https://qnzratxwonswkaenuhyx.supabase.co/storage/v1/object/public/product-images/products/1756922986551-g89dibkcr3k.png
97d0ba4e-6f3a-49d2-a5ed-75b4ae2e8ae6,"Hamburgerrygg billigste, pr. kg",Diverse,Diverse,kg,1.00,true,2025-08-31 19:05:55.703923+00,2025-09-10 17:34:15.428189+00,35006,,219e0574-07f2-4459-adbc-b37dfdd0af2c,,https://qnzratxwonswkaenuhyx.supabase.co/storage/v1/object/public/product-images/products/1756923190817-3lezuu76l0u.png
9d6903c1-2a2a-4629-bc12-7576c8738de8,Maarud Potetgull paprika 250 g,Maarud,Maarud,stk,0.25,false,2025-08-31 19:05:55.93044+00,2025-09-03 18:20:46.480587+00,36001,,29f219b1-9da8-4ab4-a668-877991202db8,,https://qnzratxwonswkaenuhyx.supabase.co/storage/v1/object/public/product-images/products/1756923648562-ckwonynpeo8.png
9fe35c6f-d344-4071-be5b-618bff9540b7,Nidar Smash 200 g,Orkla,Nidar,stk,0.20,false,2025-08-31 19:05:55.896276+00,2025-09-03 18:21:48.984147+00,36002,,29f219b1-9da8-4ab4-a668-877991202db8,,https://qnzratxwonswkaenuhyx.supabase.co/storage/v1/object/public/product-images/products/1756923710882-cz6sngpl3es.png
a2d48aaa-8bc1-4535-8233-12ec48b6479e,"Akasiehonning, 350 g",Diverse,Diverse,stk,0.35,false,2025-08-31 19:05:55.923738+00,2025-09-13 06:42:29.67385+00,37001,,90669ae1-465d-4adf-bc8f-02b68e5c3232,,https://qnzratxwonswkaenuhyx.supabase.co/storage/v1/object/public/product-images/products/1756924919384-zapfdlj2nz.png
a70f6619-eb3e-4138-a6f9-20b732508d9b,"Trondhjems Sodd 0,84 kg",Orkla,Trondhjems,stk,0.84,false,2025-08-31 19:05:55.517519+00,2025-09-03 18:39:05.464469+00,33008,,5d165a29-2ab1-49a5-b54a-a31ef5a42563,,https://qnzratxwonswkaenuhyx.supabase.co/storage/v1/object/public/product-images/products/1756924746668-ua13rzoklg.png
a72baa47-fca8-4a41-abfa-e65d89f7cfec,"Solo, 1,5 l",Ringnes,Ringnes,stk,1.50,false,2025-08-31 19:05:54.947262+00,2025-09-10 17:40:21.932838+00,31007,,66ddca00-758f-49bb-b3af-d615c54251aa,,https://qnzratxwonswkaenuhyx.supabase.co/storage/v1/object/public/product-images/products/1756924355468-f402mq5l35u.png
a9654f68-ef5a-4e83-85a1-b6e21f115231,Castello Blå 150 g,Arla,Castello,stk,0.15,false,2025-08-31 19:05:55.70142+00,2025-09-03 18:09:25.800735+00,35001,,219e0574-07f2-4459-adbc-b37dfdd0af2c,,https://qnzratxwonswkaenuhyx.supabase.co/storage/v1/object/public/product-images/products/1756922967398-2nhpa1es255.png
ae116da2-874a-4b88-b486-673a9865fde7,Hvetemel 2 kg,Diverse,Diverse,stk,1.00,false,2025-08-31 19:05:56.091981+00,2025-09-13 06:43:50.698717+00,37004,,90669ae1-465d-4adf-bc8f-02b68e5c3232,,https://qnzratxwonswkaenuhyx.supabase.co/storage/v1/object/public/product-images/products/1756923208396-by40135zgl.jpg
b6358758-8760-4575-95cf-42d23bdb9947,Kålrot pr. kg,Diverse,Diverse,kg,1.00,true,2025-08-31 19:05:55.327771+00,2025-09-03 18:16:25.171613+00,32009,,37b3e934-8f74-45e7-abb8-cc24fe5b04a1,,https://qnzratxwonswkaenuhyx.supabase.co/storage/v1/object/public/product-images/products/1756923386342-h5q3mi7734d.png
ba9787a3-c302-4d81-a48c-374c17e871c0,"Tine Jarlsberg 27 % fett, 0.7 kg",Tine,Tine,stk,0.70,false,2025-08-31 19:05:55.935588+00,2025-09-10 17:40:57.654279+00,35015,,219e0574-07f2-4459-adbc-b37dfdd0af2c,,https://qnzratxwonswkaenuhyx.supabase.co/storage/v1/object/public/product-images/products/1756924683577-n429t4dalrc.png
bba6f763-9163-4fa3-91aa-3a2b12010b76,"Kaviar billigste, pr kg",Mills/Stabburet,Diverse,kg,1.00,true,2025-08-31 19:05:55.742885+00,2025-09-10 17:35:17.618598+00,35007,,219e0574-07f2-4459-adbc-b37dfdd0af2c,,https://qnzratxwonswkaenuhyx.supabase.co/storage/v1/object/public/product-images/products/1756923615217-tr3fpk6esuo.png
bcb0cfa0-3db4-48a4-9174-02e530caa050,Oreo Original kjeksrull 154 g,Mondelez,Oreo,stk,0.15,false,2025-08-31 19:05:55.925289+00,2025-09-03 18:23:51.352372+00,36003,,29f219b1-9da8-4ab4-a668-877991202db8,,https://qnzratxwonswkaenuhyx.supabase.co/storage/v1/object/public/product-images/products/1756923833272-winvkui6zd.png
c12e0fba-43e8-4577-98d6-08fda7076217,Findus Familiens fiskegrateng 1 kg,Orkla,Findus,kg,1.00,false,2025-08-31 19:05:55.194684+00,2025-09-03 18:09:56.974031+00,33002,,5d165a29-2ab1-49a5-b54a-a31ef5a42563,,https://qnzratxwonswkaenuhyx.supabase.co/storage/v1/object/public/product-images/products/1756922998679-umq4f80vuqq.png
c280b4fa-6266-4d83-b646-1ccc8c0a2113,Wasa knekkebrød Runda sesam & havsalt 290 g,Barilla,Wasa,stk,0.29,false,2025-08-31 19:05:54.711957+00,2025-09-03 18:40:49.156892+00,30005,,b32b780d-ab3f-47b7-9e98-3c644932b14a,,https://qnzratxwonswkaenuhyx.supabase.co/storage/v1/object/public/product-images/products/1756924851016-5qankocjoco.png
cd0e9175-2734-4c09-823b-9308d00d54ca,"Dolmio bolognese Original pastasaus, 450 g",Mars,Dolmio,stk,0.45,false,2025-08-31 19:05:56.079997+00,2025-09-03 18:09:36.123332+00,37003,,90669ae1-465d-4adf-bc8f-02b68e5c3232,,https://qnzratxwonswkaenuhyx.supabase.co/storage/v1/object/public/product-images/products/1756922977748-0qljq81cvugc.png
cd2a6aa5-9cf1-4f66-bba6-e2f34ee3e4fb,"Carlsberg 4.5%, 500ml",Asko,Ringnes,stk,0.50,false,2025-09-10 19:27:57.414808+00,2025-09-10 19:27:57.414808+00,31001,,66ddca00-758f-49bb-b3af-d615c54251aa,,https://qnzratxwonswkaenuhyx.supabase.co/storage/v1/object/public/product-images/products/1757532268555-awf9ig6podn.png
d6709113-af05-46ce-8c61-0b1f3da6389e,Nugatti original 500 g,Orkla,Nugatti,stk,0.50,false,2025-08-31 19:05:55.894898+00,2025-09-03 18:22:50.607794+00,35011,,219e0574-07f2-4459-adbc-b37dfdd0af2c,,https://qnzratxwonswkaenuhyx.supabase.co/storage/v1/object/public/product-images/products/1756923772361-80rfytqf0cv.png
d6de5c0b-ea83-4ed6-a30a-3f863f594ee8,Sukker 1 kg,Diverse,Diverse,kg,1.00,true,2025-08-31 19:05:56.086915+00,2025-09-03 18:33:34.255562+00,37008,,90669ae1-465d-4adf-bc8f-02b68e5c3232,,https://qnzratxwonswkaenuhyx.supabase.co/storage/v1/object/public/product-images/products/1756924415878-grmguf6v1td.WebP
d8e0aff3-b9b3-4fc2-99d3-0fad863df736,Blomkål 1 stk,Diverse,Diverse,stk,1.00,false,2025-08-31 19:05:54.923905+00,2025-09-03 18:11:53.083595+00,32004,,37b3e934-8f74-45e7-abb8-cc24fe5b04a1,,https://qnzratxwonswkaenuhyx.supabase.co/storage/v1/object/public/product-images/products/1756923113944-fh7rxeextp.jpg
d907ca5d-2bd3-474f-9e64-3570581e976b,"Gilde Stjernebacon original skivet, 140 g",Nortura,Gilde,stk,0.14,false,2025-08-31 19:05:55.197558+00,2025-09-03 18:12:18.938018+00,33005,,5d165a29-2ab1-49a5-b54a-a31ef5a42563,,https://qnzratxwonswkaenuhyx.supabase.co/storage/v1/object/public/product-images/products/1756923140400-7lknqz1kko7.png
e0c78b21-f0ff-4bbc-96c7-c331d0ac2cc9,Kellogg's Corn Flakes 500 g,Kellogg's,Kellogg's,stk,0.50,false,2025-08-31 19:05:56.097024+00,2025-09-03 18:14:06.189776+00,37005,,90669ae1-465d-4adf-bc8f-02b68e5c3232,,https://qnzratxwonswkaenuhyx.supabase.co/storage/v1/object/public/product-images/products/1756923247731-qwip2q9638.png
e4d42c80-1fc4-4074-bd0e-7013e5714475,"Stabbur-makrell, vanlig 170 g",Orkla,Stabburet,stk,0.17,false,2025-08-31 19:05:55.929398+00,2025-09-03 18:33:04.536832+00,35013,,219e0574-07f2-4459-adbc-b37dfdd0af2c,,https://qnzratxwonswkaenuhyx.supabase.co/storage/v1/object/public/product-images/products/1756924386438-ki3gt5a8b9d.png
ee6a12a9-7b15-4813-bd44-c6b860940120,"Hatting grove rundstykker frosne, 10 stk, 600 g",Lantmännen,Hatting,stk,0.60,false,2025-08-31 19:05:54.738694+00,2025-09-03 18:13:18.780752+00,30003,,b32b780d-ab3f-47b7-9e98-3c644932b14a,,https://qnzratxwonswkaenuhyx.supabase.co/storage/v1/object/public/product-images/products/1756923200053-tjjnlpzcjr.png
f0a640da-90ec-432c-84da-aafbef08a7de,"Ringnes Lite boks, 0,5 l",Ringnes,Ringnes,stk,0.50,false,2025-08-31 19:05:54.942982+00,2025-09-10 17:40:06.549164+00,31006,,66ddca00-758f-49bb-b3af-d615c54251aa,,https://qnzratxwonswkaenuhyx.supabase.co/storage/v1/object/public/product-images/products/1756924298788-8m9im4tx3kt.png
f0b57081-9354-43d6-9b65-bbc36257731a,"Karbonadedeig av storfe, fersk billigste, 400 g",Nortura/Diverse,Gilde/Diverse,stk,0.40,false,2025-08-31 19:05:55.15636+00,2025-09-03 18:13:53.74561+00,33006,,5d165a29-2ab1-49a5-b54a-a31ef5a42563,,https://qnzratxwonswkaenuhyx.supabase.co/storage/v1/object/public/product-images/products/1756923235228-1oczvl381of.png
fad11892-cfae-4ec4-b6d9-f4b06b401e05,Isbergsalat 1 stk,Diverse,Diverse,stk,1.00,false,2025-08-31 19:05:54.949895+00,2025-09-03 18:13:38.298243+00,32008,,37b3e934-8f74-45e7-abb8-cc24fe5b04a1,,https://qnzratxwonswkaenuhyx.supabase.co/storage/v1/object/public/product-images/products/1756923219030-eb566e3z8pc.png
fb63421c-78aa-47c1-8b5b-511d05a1c600,"Appelsinjuice fra konsentrat, billigste, u fruktkjøtt, 1 l",Diverse,Diverse,l,1.00,false,2025-08-31 19:05:54.694741+00,2025-09-10 19:29:14.197288+00,31002,,66ddca00-758f-49bb-b3af-d615c54251aa,,https://qnzratxwonswkaenuhyx.supabase.co/storage/v1/object/public/product-images/products/1757532552685-jm3voc10gwk.png
fecc1024-5be7-443e-9ac8-325fad7f8993,"Olivero med smør og olivenolje beger, 400 g",Mills,Mills,stk,0.40,false,2025-08-31 19:05:55.512624+00,2025-09-03 18:23:20.817166+00,34004,,5b931559-5fa7-4c7d-8728-7c43e661316a,,https://qnzratxwonswkaenuhyx.supabase.co/storage/v1/object/public/product-images/products/1756923802467-70j3ji5va6s.png
